"question_id","subject_id","content"
"us284158","us15","What form of energy provides power for a gas stove? <br /><br />  A.<br /> nuclear energy<br /><br />  B.<br /> electrical energy<br /><br />  C.<br /> chemical energy<br /><br />  D.<br /> sound energy<br />"
"us284209","us15","In the Plant shown, the allele for purple flower color is most likely<br /><br /> Dominant to the alley for white flower color.<br /> Recessive to the alley for White flower color.<br /> Co-dominant with the allele for white flower color.<br /> Incompletely dominant with the allele for white flower color."
"us285218","us15","Anybody no this I do not no"
"us285514","us15","If (on earth) an object falls 18m and loses 36J of GPE. What is the objects mass?"
"us285918","us15","What are three affects the Sun has on the Earth? (one good affect and a bad one)<br /> I need to write it in a paragraph (plz don't write one here)<br />"
"us286390","us15","In what direction does an applied force move an object? <br /><br />  A.<br /> in the same direction as the force<br /><br />  B.<br /> independent of the force<br /><br />  C.<br /> in the opposite direction of the force<br /><br />  D.<br /> perpendicular to the force<br />"
"us286638","us15","The SI unit of power is the "
"us286817","us15","An electromagnetic wave is composed of electrical and magnetic energy. true or false"
"us287250","us15","anything that moves up and down or back to back and forth in a rhythmic way is vibrating"
"us287674","us15","I don't understand the physics work power and energy unit  "
"us287728","us15","If a 3 kg object has a momentum of 33 kg ms whats its velocity?"
"us289617","us15","all atoms of the same compound have the same number of protons neutrons and electrons"
"us289635","us15","what is the difference between revolution and rotation<br />"
"us289649","us15","what is the difference between rotation and revolution"
"us289684","us15","why do we experience seasons on earth"
"us290654","us15","cell growth is limited to what<br />"
"us290782","us15","what causes precipitation to be in different forms"
"us291188","us15","Where does evaporation occur <br />"
"us291757","us15","Does Everybody responds to stress the same or diffrently"
"us292317","us15","as earth rotates on its axis, a point on the equator its traveling at 1,674 kilometers per hour. express this speed in meters per second. round your answer to the nearest meter."
"us292766","us15","A 200 g model rocket is observed to rise 100 m above the ground after launch. What must have been the launch speed of the rocket at the ground?"
"us292971","us15","If the velocity is constant, describe the the slope of the graph on a position vs. time graph."
"us293306","us15","Kelly sits on a rock. Her weight is an action force. What is the reaction force?"
"us293649","us15","How long does it take to do 278 joules of work with 17 watts ?"
"us293995","us15","What happens to the buoyant force on an object as it is lowered into<br /> water? Why?"
"us294136","us15","how can the temperature of a substance remain the same even if the substance is absorbing thermal engergy"
"us294621","us15","How is iron extracted?"
"us295273","us15","How is the mass number calculated for an element? <br />"
"us295423","us15","how does erosion move and deposit rocks<br />"
"us295940","us15","please help thx<br /><br /> A) are particles the same as atoms?<br /> B) is magnesium oxide a solid?"
"us296114","us15","what is the difference between work and power"
"us296598","us15","a dog walks 6 m to his food bowl and then turns right and walks 8 meters to his doghouse. if the dogs final position is due east of his initial position,what is the displacement of the dog?"
"us297461","us15","energy held in readiness is called"
"us297527","us15","Finding Impulse when u hav force and time"
"us298442","us15","which of the following is not a means of water erosion "
"us298481","us15","a narrow region between two air masses of different densities is a "
"us299490","us15","mechanical energy example "
"us299789","us15","what is the type of material that doesn't allow heat to be conducted easily "
"us299791","us15","what is the type of material that doesn't allow heat to be conducted easily "
"us119173","us15","Why are elements and compounds pure substances?<br />"
"us119898","us15"," Your parents order an oven from England. The temperature dial on the new oven is calibrated in degrees<br /> Celsius. If you need to bake a cake at 350°F in the new oven, at what temperature should you set the dial?"
"us120037","us15","An astronaut has a mass of 40kg. What is his weight on earth?"
"us120091","us15","When an object speed up, slows down, or changes direction what is it called?<strong></strong><u></u>"
"us120250","us15","<strong><em></em></strong>What is a meaning of a Bunsen burner<br />"
"us120269","us15","Does an atom becomes an ion or an atom when it gains a proton? Does an atom becomes an ion or an atom when it gains a neutron?"
"us121162","us15"," what are the units of force and how do we express them in base units"
"us121429","us15","What is the equation for velocity?<br />"
"us121435","us15","Do you need to know calculus to solve physics problems?"
"us122696","us15","What are resistors used for?"
"us122984","us15","The international or base unit fo  volume is the____"
"us123055","us15","What are 5 examples of thermal energy in the home?"
"us123617","us15","Why the volume will change if i change the shape of the clay<br />"
"us124376","us15","How do I determine the total displacement in s velocity vs. time graph?"
"us125987","us15","how do fill a glass with another glass's liquid?<br />"
"us126009","us15","What is the difference between an element and a compound? "
"us126058","us15","<p>1. when a homemade oil and vinegar salad dressing is left standing, it separates into layers. the salad dressing is a?</p><p>solution,suspension, colloid, compound </p><p>2.which of the following is not an example of a physical property?</p><p>density, hardness, flammability, melting point </p><p>3. which material is a poor conductor of heat?</p><p>iron, wood ,silver, copper <br /></p>"
"us127296","us15","How does transpiration play a role in the water cycle?"
"us127694","us15","How do you find acceleration?<br />"
"us129019","us15","While john is traveling along a straight interstate highway, he notices that the mile marker reads 244 km. John travels until he reads the 135 km marker and the retraces his path to the 170 km marker. What is John's displacement from the 244 km marker?"
"us129229","us15","How do you convert a position time graph to a velocity time graph?"
"us129456","us15","an organism that makes its own food?<br /><br />"
"us129600","us15","how many chromatids are present in a chromosome at the beginning of mitosis?"
"us129609","us15","what are the three stages of a cell cycle in eurkaryotic cells?"
"us130061","us15","how does yeast work when making bread"
"us130125","us15","which of the following describes scissors correctly?<br />a. it is a closed loop system that does not use feedback<br />b. it is an open loop system that uses feedback<br />c. it is a closed loop system that used feedback<br />d. it is an open loop system that does not use feedback"
